FacilityName,FacilityNameFull,City,END
Logan Elem School,Logan Elem School,Moline,
Logan Jr High School,Logan Jr High School,Princeton,
Logos Christian Academy,Logos Christian Academy,Niles,
Logos School,Logos School,Saint Louis,
Lombard Jr High School,Lombard Jr High School,Galesburg,
Lombard SD 44,Lombard SD 44,Lombard,
Long Beach Elem School,Long Beach Elem School,Montgomery,
Long Grove Country School,Long Grove Country School,Lake Zurich,
Longfellow Elem School,Longfellow Elem School,Oak Park,
Longfellow Elem School,Longfellow Elem School,Wheaton,
Longfellow Elem School,Longfellow Elem School,Marion,
Longfellow Elem School,Longfellow Elem School,Rock Island,
Longwood Elem School,Longwood Elem School,Glenwood,
Longwood Elem School,Longwood Elem School,Naperville,
Lordanchild Christian Daycare,Lordanchild Christian Daycare,Chicago,
Lords Park Elem School,Lords Park Elem School,Elgin,
Lorenzo R Smith Elem School,Lorenzo R Smith Elem School,Hopkins Park,
Lor-Jon Montessori School,Lor-Jon Montessori School,Elmhurst,
Lostant CUSD 425,Lostant CUSD 425,Lostant,
Lostant Elem School,Lostant Elem School,Lostant,
Lots of Love Plus,Lots of Love Plus,Hazel Crest,
Lotus School,Lotus School,Spring Grove,
Louise White Elem School,Louise White Elem School,Batavia,
Lovejoy Elem School,Lovejoy Elem School,Alton,
Lovejoy Elementary School,Lovejoy Elementary School,Lovejoy,
Lovejoy Middle School,Lovejoy Middle School,Lovejoy,
Lovejoy Technology Academy,Lovejoy Technology Academy,Lovejoy,
Loves Park Elem School,Loves Park Elem School,Loves Park,
Lovett Elem School,Lovett Elem School,Chicago,
Loving Spirit Community Outreach and Development Center,Loving Spirit Community Outreach and Development Center,Chicago,
Lovington Grade School,Lovington Grade School,Lovington,
Lowell Elem School,Lowell Elem School,Chicago,
Lowell Elem School,Lowell Elem School,Wheaton,
Lowpoint-Washburn CUSD 21,Lowpoint-Washburn CUSD 21,Washburn,
Lowpoint-Washburn Elem School,Lowpoint-Washburn Elem School,Washburn,
Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn Jr Sr High Sch,Washburn,
Lowrie Elem School,Lowrie Elem School,Elgin,
Loyola Academy,Loyola Academy,Wilmette,
Lozano Elem Bilingual & Intl Ctr,Lozano Elem Bilingual & Intl Ctr,Chicago,
Lt Joseph P Kennedy - Special,Lt Joseph P Kennedy - Special,Tinley Park,
Lt Joseph P Kennedy Early Child,Lt Joseph P Kennedy Early Child,Tinley Park,
Lt Joseph P Kennedy Jr School,Lt Joseph P Kennedy Jr School,Tinley Park,
Lt Joseph P Kennedy School,Lt Joseph P Kennedy School,Tinley Park,
Lt Joseph P Kennedy School - Int,Lt Joseph P Kennedy School - Int,Tinley Park,
Lubavitch Girls High Sch,Lubavitch Girls High Sch,Chicago,
LUBAVITCH GIRLS HIGH SCHOOL,LUBAVITCH GIRLS HIGH SCHOOL,CHICAGO,
Lubavitch Mesivta of Chicago,Lubavitch Mesivta of Chicago,Chicago,
Ludlow CCSD 142,Ludlow CCSD 142,Ludlow,
Ludlow Elementary School,Ludlow Elementary School,Ludlow,
Ludwig Elem School,Ludwig Elem School,Lockport,
Lundahl Middle School,Lundahl Middle School,Crystal Lake,
Lupine Montessori School,Lupine Montessori School,Lockport,
Luther Burbank Elem School,Luther Burbank Elem School,Burbank,
Luther J Schilling School,Luther J Schilling School,Homer Glen,
Lutheran Child & Family Services,Lutheran Child & Family Services,Addison,
Lutheran Day Nursery,Lutheran Day Nursery,Chicago,
Lutheran High School,Lutheran High School,Springfield,
Lutheran School Association,Lutheran School Association,Decatur,
Lutheran School of St Luke,Lutheran School of St Luke,Itasca,
Lutheran Social Services-WI/MI,Lutheran Social Services-WI/MI,Milwaukee,
LWASE-Self-K-8,LWASE-Self-K-8,Frankfort,
Lycee Francais De Chicago,Lycee Francais De Chicago,Chicago,
Lydia Urban Academy-Rockford,Lydia Urban Academy-Rockford,Rockford,
Lyle School,Lyle School,Kewanee,
Lynn G Haskin Elementary School,Lynn G Haskin Elementary School,Sandwich,
Lynne Thigpen Elem School,Lynne Thigpen Elem School,Joliet,
Lyon Elem School,Lyon Elem School,Glenview,
Lyon Elem School,Lyon Elem School,Chicago,
Lyon Magnet Elementary School,Lyon Magnet Elementary School,Waukegan,
Lyons Plus,Lyons Plus,Countryside,
Lyons SD 103,Lyons SD 103,Lyons,
Lyons Twp High Sch,Lyons Twp High Sch,La Grange,
Lyons Twp HSD 204,Lyons Twp HSD 204,La Grange,
M J Cunningham Elem Sch,M J Cunningham Elem Sch,Joliet,
M L King Jr Elem School,M L King Jr Elem School,Urbana,
M L King Jr Lab Experimental Sch,M L King Jr Lab Experimental Sch,Evanston,
Mabel O Donnell Elem School,Mabel O Donnell Elem School,Aurora,
Mable Woolsey Elem School,Mable Woolsey Elem School,Knoxville,
MacArthur Early Childhood Center,MacArthur Early Childhood Center,Macomb,
MacArthur High School,MacArthur High School,Decatur,
MacArthur International Spanish Academy,MacArthur International Spanish Academy,Hoffman Estates,
MacArthur Middle School,MacArthur Middle School,Prospect Heights,
MacArthur Middle School,MacArthur Middle School,Berkeley,
MacArthur MS-D/HH MS Program,MacArthur MS-D/HH MS Program,Prospect Heights,
MacArthur/Echo Elementary,MacArthur/Echo Elementary,South Holland,
Machesney Elem School,Machesney Elem School,Machesney Park,
Mackeben Elementary School,Mackeben Elementary School,Algonquin,
Macomb CUSD 185,Macomb CUSD 185,Macomb,
Macomb Junior High School,Macomb Junior High School,Macomb,
Macomb Senior High School,Macomb Senior High School,Macomb,
Macon/Piatt ROE,Macon/Piatt ROE,Decatur,
Macon-Piatt Spec Educ Jnt Agr,Macon-Piatt Spec Educ Jnt Agr,Decatur,
Maddock Elementary School,Maddock Elementary School,Burbank,
Madero Middle School,Madero Middle School,Chicago,
Mades-Johnstone Center,Mades-Johnstone Center,St Charles,
Mades-Johnstone RSSP,Mades-Johnstone RSSP,St Charles,
Madison Co Career & Tech Ed Sys,Madison Co Career & Tech Ed Sys,Edwardsville,
Madison Co Detention Center,Madison Co Detention Center,Edwardsville,
Madison Co Ed Therapy Cntr,Madison Co Ed Therapy Cntr,Troy,
Madison Co Reg I Spec Educ Coop,Madison Co Reg I Spec Educ Coop,Granite City,
Madison Co Regional Office of Ed,Madison Co Regional Office of Ed,Edwardsville,
Madison County Voc Adj Counseling,Madison County Voc Adj Counseling,Edwardsville,
Madison CUSD 12,Madison CUSD 12,Madison,
Madison Elem School,Madison Elem School,Skokie,
Madison Elem School,Madison Elem School,Chicago,
Madison Elem School,Madison Elem School,Hinsdale,
Madison Elem School,Madison Elem School,Wheaton,
Madison Elementary School,Madison Elementary School,Lombard,
Madison Jr High School,Madison Jr High School,Naperville,
Madison Jr High School,Madison Jr High School,Madison,
Madison Park Elem School,Madison Park Elem School,Litchfield,
Madison ROE,Madison ROE,Edwardsville,
Madison School,Madison School,South Holland,
Madison School,Madison School,Dixon,
Madison Senior High School,Madison Senior High School,Madison,
Madison Student Support Center,Madison Student Support Center,Madison,
Mae Jemison School,Mae Jemison School,Hazel Crest,
Maercker Elem School,Maercker Elem School,Westmont,
Maercker SD 60,Maercker SD 60,Westmont,
Magee Middle School,Magee Middle School,Round Lake,
Mahomet-Seymour CUSD 3,Mahomet-Seymour CUSD 3,Mahomet,
Mahomet-Seymour High School,Mahomet-Seymour High School,Mahomet,
Mahomet-Seymour Jr High School,Mahomet-Seymour Jr High School,Mahomet,
Main Street Elementary School,Main Street Elementary School,Shelbyville,
Maine East High School,Maine East High School,Park Ridge,
Maine South High School,Maine South High School,Park Ridge,
Maine Township HSD 207,Maine Township HSD 207,Park Ridge,
Maine West High School,Maine West High School,Des Plaines,
Malden CCSD 84,Malden CCSD 84,Malden,
Malden Grade School,Malden Grade School,Malden,
Malta Elementary School,Malta Elementary School,Malta,
Manchester Elem School,Manchester Elem School,Poplar Grove,
Manhattan Jr High School,Manhattan Jr High School,Manhattan,
Manhattan SD 114,Manhattan SD 114,Manhattan,
Manierre Elem School,Manierre Elem School,Chicago,
Manley Career Academy High School,Manley Career Academy High School,Chicago,
Mann Elem School,Mann Elem School,Chicago,
Mannheim Early Childhood Center,Mannheim Early Childhood Center,NorthLake,
Mannheim Middle School,Mannheim Middle School,Melrose Park,
Mannheim SD 83,Mannheim SD 83,Franklin Park,
Manor Hill Elem School,Manor Hill Elem School,Lombard,
Mansio Mens Montessori,Mansio Mens Montessori,Geneva,
Mansueto High School,Mansueto High School,Chicago,
Manteno CUSD 5,Manteno CUSD 5,Manteno,
Manteno Elem School,Manteno Elem School,Manteno,
Manteno High School,Manteno High School,Manteno,
Manteno Middle School,Manteno Middle School,Manteno,
Manual High School,Manual High School,Peoria,
Maple Elem School,Maple Elem School,Loves Park,
Maple Elem School,Maple Elem School,Hoopeston,
Maple Grove Elem School,Maple Grove Elem School,Metropolis,
Maple School,Maple School,Northbrook,
Maple Tree Academy,Maple Tree Academy,Woodridge,
Maplebrook Elem School,Maplebrook Elem School,Naperville,
Maplewood Elem School,Maplewood Elem School,Cahokia,
Maranatha Christian Academy,Maranatha Christian Academy,Decatur,
Marengo CHSD 154,Marengo CHSD 154,Marengo,
Marengo Comm Middle School,Marengo Comm Middle School,Marengo,
Marengo High School,Marengo High School,Marengo,
Marengo-Union E Cons D 165,Marengo-Union E Cons D 165,Marengo,
Margaret Mead JHS,Margaret Mead JHS,Elk Grove Village,
Maria High School,Maria High School,Chicago,
Marian Catholic High School,Marian Catholic High School,Chicago Heights,
Marian Central Catholic H S,Marian Central Catholic H S,Woodstock,
MARIAN CENTRAL CATHOLIC HIGH SCHOOL,MARIAN CENTRAL CATHOLIC HIGH SCHOOL,WOODSTOCK,
Marie Murphy School,Marie Murphy School,Wilmette,
Marie Schaefer Elem School,Marie Schaefer Elem School,O Fallon,
Marie Wilkinson Child Dev Center,Marie Wilkinson Child Dev Center,Aurora,
Marine Elem School,Marine Elem School,Marine,
Marine Leadership Academy - Ames,Marine Leadership Academy - Ames,Chicago,
Marion Adventist School,Marion Adventist School,Marion,
Marion CUSD 2,Marion CUSD 2,Marion,
Marion H Blakely Christian Acad,Marion H Blakely Christian Acad,Richton Park,
Marion High School,Marion High School,Marion,
Marion Jordan Elem School,Marion Jordan Elem School,Palatine,
Marion Jr High School,Marion Jr High School,Marion,
Marion/Clinton/Wash Co CTES,Marion/Clinton/Wash Co CTES,Salem,
Marissa CUSD 40,Marissa CUSD 40,Marissa,
Marissa Elem School,Marissa Elem School,Marissa,
Marissa Jr & Sr High School,Marissa Jr & Sr High School,Marissa,
Marist High School,Marist High School,Chicago,
Mark DeLay School,Mark DeLay School,Darien,
Mark Denman Elementary School,Mark Denman Elementary School,Danville,
Mark Twain,Mark Twain,Alton,
Mark Twain Elem School,Mark Twain Elem School,Wheeling,
Mark Twain Elem School,Mark Twain Elem School,Niles,
Mark Twain Elem School,Mark Twain Elem School,Charleston,
Mark Twain Primary School,Mark Twain Primary School,Kankakee,
Mark W Bills Middle School,Mark W Bills Middle School,Peoria,
Markham Park Elem School,Markham Park Elem School,Markham,
Marklund,Marklund,Geneva,
Marklund Day School,Marklund Day School,Bloomingdale,
Marklund Day School-Elgin Campus,Marklund Day School-Elgin Campus,Elgin,
Marlowe Middle School,Marlowe Middle School,Lake in the Hills,
Marmion Academy,Marmion Academy,Aurora,
Maroa Forsyth CUSD 2,Maroa Forsyth CUSD 2,Forsyth,
Maroa-Forsyth Grade School,Maroa-Forsyth Grade School,Forsyth,
Maroa-Forsyth Middle School,Maroa-Forsyth Middle School,Maroa,
Maroa-Forsyth Senior High Sch,Maroa-Forsyth Senior High Sch,Maroa,
Marquardt Middle School,Marquardt Middle School,Glendale Heights,
Marquardt SD 15,Marquardt SD 15,Glendale Heights,
Marquette Academy Elementary Campus,Marquette Academy Elementary Campus,Ottawa,
Marquette Academy High School Campus,Marquette Academy High School Campus,Ottawa,
Marquette Catholic High School,Marquette Catholic High School,Alton,
Marquette Elem School,Marquette Elem School,Machesney Park,
Marquette Elem School,Marquette Elem School,Chicago,
Marquette Elem School,Marquette Elem School,Marquette Heights,
Marquette Manor Baptist Academy,Marquette Manor Baptist Academy,Downers Grove,
Marseilles Elementary School,Marseilles Elementary School,Marseilles,
Marseilles ESD 150,Marseilles ESD 150,Marseilles,
Marsh Elem School,Marsh Elem School,Chicago,
Marshall CUSD 2C,Marshall CUSD 2C,Marshall,
Marshall High School,Marshall High School,Marshall,
Marshall Jr High School,Marshall Jr High School,Marshall,
Marshall Metropolitan High School,Marshall Metropolitan High School,Chicago,
Martin Elementary School,Martin Elementary School,Lake in the Hills,
Martin L King Elem School,Martin L King Elem School,Dixmoor,
Martin P McKay Education Center,Martin P McKay Education Center,New Lenox,
Martinsville CUSD 3C,Martinsville CUSD 3C,Martinsville,
Martinsville Elem School,Martinsville Elem School,Martinsville,
Martinsville Jr-Sr High School,Martinsville Jr-Sr High School,Martinsville,
Mary Endres Elementary School,Mary Endres Elementary School,Woodstock,
Mary Kay McNeill Early Learning Center,Mary Kay McNeill Early Learning Center,Antioch,
Mary Lou Cowlishaw Elementary,Mary Lou Cowlishaw Elementary,Naperville,
Mary Miller Junior High School,Mary Miller Junior High School,Georgetown,
Mary Morgan Elem Sch,Mary Morgan Elem Sch,Byron,
Mary Sears Childrens Academy,Mary Sears Childrens Academy,Orland Park,
Mary Seat of Wisdom,Mary Seat of Wisdom,Park Ridge,
Mary W French Academy,Mary W French Academy,Decatur,
Marya Yates Elementary School,Marya Yates Elementary School,Matteson,
Marycrest Early Childhood Center,Marycrest Early Childhood Center,Joliet,
Mary-Grace Educational Center,Mary-Grace Educational Center,Dolton,
Marygrove Services,Marygrove Services,Florissant,
Maryville Academy,Maryville Academy,Des Plaines,
Maryville Christian School,Maryville Christian School,Maryville,
Maryville Elem School,Maryville Elem School,Granite City,
Maryville Elem School,Maryville Elem School,Maryville,
Maryville Jen,Maryville Jen,Des Plaines,
Maryville Jen - Invest,Maryville Jen - Invest,Des Plaines,
MAS Education Ctr Quran Blossoms,MAS Education Ctr Quran Blossoms,Orland Park,
Mascoutah CUD 19,Mascoutah CUD 19,Mascoutah,
Mascoutah Elem School,Mascoutah Elem School,Mascoutah,
Mascoutah High School,Mascoutah High School,Mascoutah,
Mascoutah Middle School,Mascoutah Middle School,Mascoutah,
Mason Elem School,Mason Elem School,Chicago,
Mason/Clark Middle Sch,Mason/Clark Middle Sch,East Saint Louis,
Mason/Tazewell/Woodford ROE,Mason/Tazewell/Woodford ROE,Pekin,
Masroor Academy,Masroor Academy,Glen Ellyn,
Massac County High School,Massac County High School,Metropolis,
Massac Jr High School,Massac Jr High School,Metropolis,
Massac UD 1,Massac UD 1,Metropolis,
Masters Academy,Masters Academy,Chicago,
Mater Dei High School,Mater Dei High School,Breese,
Maternity B V M School,Maternity B V M School,Chicago,
Matheny-Withrow Elem Sch,Matheny-Withrow Elem Sch,Springfield,
Mather High School,Mather High School,Chicago,
Matherville Intermediate School,Matherville Intermediate School,Matherville,
Matteson Elem School,Matteson Elem School,Matteson,
Matteson ESD 162,Matteson ESD 162,Richton Park,
Matthews Middle School,Matthews Middle School,Island Lake,
Mattoon CUSD 2,Mattoon CUSD 2,Mattoon,
Mattoon High School,Mattoon High School,Mattoon,
Mattoon Middle School,Mattoon Middle School,Mattoon,
Maud E Johnson Elem School,Maud E Johnson Elem School,Rockford,
May Elem School,May Elem School,Rochelle,
May Institute Inc,May Institute Inc,Randolph,
May Watts Elementary School,May Watts Elementary School,Naperville,
May Whitney Elem School,May Whitney Elem School,Lake Zurich,
Maya Angelou Elem Sch,Maya Angelou Elem Sch,Harvey,
Mayer Elem School,Mayer Elem School,Chicago,
Mayo Middle School,Mayo Middle School,Paris,
Mays Elem Academy,Mays Elem Academy,Chicago,
Maywood-Melrose Park-Broadview 89,Maywood-Melrose Park-Broadview 89,Melrose Park,
Mazon-Verona-Kinsman Elem School,Mazon-Verona-Kinsman Elem School,Mazon,
Mazon-Verona-Kinsman ESD 2C,Mazon-Verona-Kinsman ESD 2C,Mazon,
Mazon-Verona-Kinsman Middle Sch,Mazon-Verona-Kinsman Middle Sch,Mazon,
McAuliffe Elem School,McAuliffe Elem School,Chicago,
MCC Academy,MCC Academy,Morton Grove,
MCC Academy Campus 2,MCC Academy Campus 2,Skokie,
McCarty Elementary School,McCarty Elementary School,Aurora,
McCasland Temple Christian Acad,McCasland Temple Christian Acad,East Saint Louis,
McClean Co Detention Center,McClean Co Detention Center,Normal,
McCleery Elem School,McCleery Elem School,Aurora,
McClellan CCSD 12,McClellan CCSD 12,Mount Vernon,
McClellan Elem School,McClellan Elem School,Chicago,
McClellan Elementary School,McClellan Elementary School,Mount Vernon,
McClernand Elem School,McClernand Elem School,Springfield,
McClure Jr High School,McClure Jr High School,Western Springs,
McCormick Elem School,McCormick Elem School,Chicago,
McCutcheon Elem School,McCutcheon Elem School,Chicago,
McDade Elem Classical School,McDade Elem Classical School,Chicago,
McDowell Elem School,McDowell Elem School,Chicago,
McElvain School,McElvain School,Murphysboro,
McGaughey Elem School,McGaughey Elem School,Mount Zion,
McHenry East High School,McHenry East High School,McHenry,
McHenry CCSD 15,McHenry CCSD 15,McHenry,
McHenry CHSD 156,McHenry CHSD 156,McHenry,
McHenry Co Coop for Employ Educ,McHenry Co Coop for Employ Educ,Woodstock,
McHenry East High School,McHenry East High School,McHenry,
McHenry High School-West Campus,McHenry High School-West Campus,McHenry,
McHenry Middle School,McHenry Middle School,McHenry,
McHenry Montessori School,McHenry Montessori School,Mchenry,
McHenry ROE,McHenry ROE,Woodstock,
McIntosh Elementary,McIntosh Elementary,Rockford,
McKay Elem School,McKay Elem School,Chicago,
McKenzie Elem School,McKenzie Elem School,Wilmette,
McKinley Elem School,McKinley Elem School,Bellwood,
McKinley Elem School,McKinley Elem School,Cicero,
McKinley Elem School,McKinley Elem School,South Holland,
McKinley Elem School,McKinley Elem School,Elgin,
McKinley Elem School,McKinley Elem School,Ottawa,
McKinley Jr High School,McKinley Jr High School,South Holland,
McLean County USD 5,McLean County USD 5,Normal,
McLean Hospital Inc,McLean Hospital Inc,Belmont,
McLean/Dewitt Reg Voc System,McLean/Dewitt Reg Voc System,Bloomington,
